venue,asset,ladder,event,ticker,contract,settle_utc,strike_type,floor,cap,yes_bid,yes_ask,no_bid,no_ask,last,volume,open_interest,bid_depth,ask_depth
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1524.99,"$1,525 or above",2026-08-03T16:00:00Z,greater,1524.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1529.99,"$1,530 or above",2026-08-03T16:00:00Z,greater,1529.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1534.99,"$1,535 or above",2026-08-03T16:00:00Z,greater,1534.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1539.99,"$1,540 or above",2026-08-03T16:00:00Z,greater,1539.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1544.99,"$1,545 or above",2026-08-03T16:00:00Z,greater,1544.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1549.99,"$1,550 or above",2026-08-03T16:00:00Z,greater,1549.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1554.99,"$1,555 or above",2026-08-03T16:00:00Z,greater,1554.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1559.99,"$1,560 or above",2026-08-03T16:00:00Z,greater,1559.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1564.99,"$1,565 or above",2026-08-03T16:00:00Z,greater,1564.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1569.99,"$1,570 or above",2026-08-03T16:00:00Z,greater,1569.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1574.99,"$1,575 or above",2026-08-03T16:00:00Z,greater,1574.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1579.99,"$1,580 or above",2026-08-03T16:00:00Z,greater,1579.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1584.99,"$1,585 or above",2026-08-03T16:00:00Z,greater,1584.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1589.99,"$1,590 or above",2026-08-03T16:00:00Z,greater,1589.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1594.99,"$1,595 or above",2026-08-03T16:00:00Z,greater,1594.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1599.99,"$1,600 or above",2026-08-03T16:00:00Z,greater,1599.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1604.99,"$1,605 or above",2026-08-03T16:00:00Z,greater,1604.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1609.99,"$1,610 or above",2026-08-03T16:00:00Z,greater,1609.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1614.99,"$1,615 or above",2026-08-03T16:00:00Z,greater,1614.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1619.99,"$1,620 or above",2026-08-03T16:00:00Z,greater,1619.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1624.99,"$1,625 or above",2026-08-03T16:00:00Z,greater,1624.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1629.99,"$1,630 or above",2026-08-03T16:00:00Z,greater,1629.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1634.99,"$1,635 or above",2026-08-03T16:00:00Z,greater,1634.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1639.99,"$1,640 or above",2026-08-03T16:00:00Z,greater,1639.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1644.99,"$1,645 or above",2026-08-03T16:00:00Z,greater,1644.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1649.99,"$1,650 or above",2026-08-03T16:00:00Z,greater,1649.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1654.99,"$1,655 or above",2026-08-03T16:00:00Z,greater,1654.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1659.99,"$1,660 or above",2026-08-03T16:00:00Z,greater,1659.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1664.99,"$1,665 or above",2026-08-03T16:00:00Z,greater,1664.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1669.99,"$1,670 or above",2026-08-03T16:00:00Z,greater,1669.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1674.99,"$1,675 or above",2026-08-03T16:00:00Z,greater,1674.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1679.99,"$1,680 or above",2026-08-03T16:00:00Z,greater,1679.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1684.99,"$1,685 or above",2026-08-03T16:00:00Z,greater,1684.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1689.99,"$1,690 or above",2026-08-03T16:00:00Z,greater,1689.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1694.99,"$1,695 or above",2026-08-03T16:00:00Z,greater,1694.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1699.99,"$1,700 or above",2026-08-03T16:00:00Z,greater,1699.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1704.99,"$1,705 or above",2026-08-03T16:00:00Z,greater,1704.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1709.99,"$1,710 or above",2026-08-03T16:00:00Z,greater,1709.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1714.99,"$1,715 or above",2026-08-03T16:00:00Z,greater,1714.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1719.99,"$1,720 or above",2026-08-03T16:00:00Z,greater,1719.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1724.99,"$1,725 or above",2026-08-03T16:00:00Z,greater,1724.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1729.99,"$1,730 or above",2026-08-03T16:00:00Z,greater,1729.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1734.99,"$1,735 or above",2026-08-03T16:00:00Z,greater,1734.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1739.99,"$1,740 or above",2026-08-03T16:00:00Z,greater,1739.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1744.99,"$1,745 or above",2026-08-03T16:00:00Z,greater,1744.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1749.99,"$1,750 or above",2026-08-03T16:00:00Z,greater,1749.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1754.99,"$1,755 or above",2026-08-03T16:00:00Z,greater,1754.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1759.99,"$1,760 or above",2026-08-03T16:00:00Z,greater,1759.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1764.99,"$1,765 or above",2026-08-03T16:00:00Z,greater,1764.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1769.99,"$1,770 or above",2026-08-03T16:00:00Z,greater,1769.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1774.99,"$1,775 or above",2026-08-03T16:00:00Z,greater,1774.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1779.99,"$1,780 or above",2026-08-03T16:00:00Z,greater,1779.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1784.99,"$1,785 or above",2026-08-03T16:00:00Z,greater,1784.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1789.99,"$1,790 or above",2026-08-03T16:00:00Z,greater,1789.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1794.99,"$1,795 or above",2026-08-03T16:00:00Z,greater,1794.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1799.99,"$1,800 or above",2026-08-03T16:00:00Z,greater,1799.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1804.99,"$1,805 or above",2026-08-03T16:00:00Z,greater,1804.99,,0.99,1.0,0.0,0.01,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1809.99,"$1,810 or above",2026-08-03T16:00:00Z,greater,1809.99,,0.95,1.0,0.0,0.05,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1814.99,"$1,815 or above",2026-08-03T16:00:00Z,greater,1814.99,,0.96,1.0,0.0,0.04,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1819.99,"$1,820 or above",2026-08-03T16:00:00Z,greater,1819.99,,0.96,1.0,0.0,0.04,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1824.99,"$1,825 or above",2026-08-03T16:00:00Z,greater,1824.99,,0.96,1.0,0.0,0.04,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1829.99,"$1,830 or above",2026-08-03T16:00:00Z,greater,1829.99,,0.98,1.0,0.0,0.02,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1834.99,"$1,835 or above",2026-08-03T16:00:00Z,greater,1834.99,,0.98,1.0,0.0,0.02,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1839.99,"$1,840 or above",2026-08-03T16:00:00Z,greater,1839.99,,0.99,1.0,0.0,0.01,0.99,503.9,503.9,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1844.99,"$1,845 or above",2026-08-03T16:00:00Z,greater,1844.99,,0.98,0.99,0.01,0.02,0.98,1352.34,1351.34,134410.0,73.0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1849.99,"$1,850 or above",2026-08-03T16:00:00Z,greater,1849.99,,0.98,0.99,0.01,0.02,0.98,2015.79,1896.79,160906.0,58.0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1854.99,"$1,855 or above",2026-08-03T16:00:00Z,greater,1854.99,,0.87,0.91,0.09,0.13,0.87,3163.2,2616.2,97908.0,4964.68
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1859.99,"$1,860 or above",2026-08-03T16:00:00Z,greater,1859.99,,0.6,0.63,0.37,0.4,0.57,15217.62,9554.3,135131.13,177584.76
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1864.99,"$1,865 or above",2026-08-03T16:00:00Z,greater,1864.99,,0.27,0.29,0.71,0.73,0.28,22459.19,5176.83,73567.0,138243.47
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1869.99,"$1,870 or above",2026-08-03T16:00:00Z,greater,1869.99,,0.06,0.08,0.92,0.94,0.07,3572.54,3309.75,5148.0,137858.66999999998
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1874.99,"$1,875 or above",2026-08-03T16:00:00Z,greater,1874.99,,0.01,0.02,0.98,0.99,0.03,3894.62,2540.86,541.0,83712.29999999999
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1879.99,"$1,880 or above",2026-08-03T16:00:00Z,greater,1879.99,,0.0,0.01,0.99,1.0,0.01,2174.22,1382.58,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1884.99,"$1,885 or above",2026-08-03T16:00:00Z,greater,1884.99,,0.0,0.01,0.99,1.0,0.02,2331.42,1923.42,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1889.99,"$1,890 or above",2026-08-03T16:00:00Z,greater,1889.99,,0.0,0.01,0.99,1.0,0.03,1037.0,825.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1894.99,"$1,895 or above",2026-08-03T16:00:00Z,greater,1894.99,,0.0,0.01,0.99,1.0,0.01,554.59,554.59,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1899.99,"$1,900 or above",2026-08-03T16:00:00Z,greater,1899.99,,0.0,0.02,0.98,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1904.99,"$1,905 or above",2026-08-03T16:00:00Z,greater,1904.99,,0.0,0.02,0.98,1.0,0.03,70.0,70.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1909.99,"$1,910 or above",2026-08-03T16:00:00Z,greater,1909.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1914.99,"$1,915 or above",2026-08-03T16:00:00Z,greater,1914.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1919.99,"$1,920 or above",2026-08-03T16:00:00Z,greater,1919.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1924.99,"$1,925 or above",2026-08-03T16:00:00Z,greater,1924.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1929.99,"$1,930 or above",2026-08-03T16:00:00Z,greater,1929.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1934.99,"$1,935 or above",2026-08-03T16:00:00Z,greater,1934.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1939.99,"$1,940 or above",2026-08-03T16:00:00Z,greater,1939.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1944.99,"$1,945 or above",2026-08-03T16:00:00Z,greater,1944.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1949.99,"$1,950 or above",2026-08-03T16:00:00Z,greater,1949.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1954.99,"$1,955 or above",2026-08-03T16:00:00Z,greater,1954.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1959.99,"$1,960 or above",2026-08-03T16:00:00Z,greater,1959.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1964.99,"$1,965 or above",2026-08-03T16:00:00Z,greater,1964.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1969.99,"$1,970 or above",2026-08-03T16:00:00Z,greater,1969.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1974.99,"$1,975 or above",2026-08-03T16:00:00Z,greater,1974.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1979.99,"$1,980 or above",2026-08-03T16:00:00Z,greater,1979.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1984.99,"$1,985 or above",2026-08-03T16:00:00Z,greater,1984.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1989.99,"$1,990 or above",2026-08-03T16:00:00Z,greater,1989.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1994.99,"$1,995 or above",2026-08-03T16:00:00Z,greater,1994.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T1999.99,"$2,000 or above",2026-08-03T16:00:00Z,greater,1999.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2004.99,"$2,005 or above",2026-08-03T16:00:00Z,greater,2004.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2009.99,"$2,010 or above",2026-08-03T16:00:00Z,greater,2009.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2014.99,"$2,015 or above",2026-08-03T16:00:00Z,greater,2014.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2019.99,"$2,020 or above",2026-08-03T16:00:00Z,greater,2019.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2024.99,"$2,025 or above",2026-08-03T16:00:00Z,greater,2024.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2029.99,"$2,030 or above",2026-08-03T16:00:00Z,greater,2029.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2034.99,"$2,035 or above",2026-08-03T16:00:00Z,greater,2034.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2039.99,"$2,040 or above",2026-08-03T16:00:00Z,greater,2039.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2044.99,"$2,045 or above",2026-08-03T16:00:00Z,greater,2044.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2049.99,"$2,050 or above",2026-08-03T16:00:00Z,greater,2049.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2054.99,"$2,055 or above",2026-08-03T16:00:00Z,greater,2054.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2059.99,"$2,060 or above",2026-08-03T16:00:00Z,greater,2059.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2064.99,"$2,065 or above",2026-08-03T16:00:00Z,greater,2064.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2069.99,"$2,070 or above",2026-08-03T16:00:00Z,greater,2069.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2074.99,"$2,075 or above",2026-08-03T16:00:00Z,greater,2074.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2079.99,"$2,080 or above",2026-08-03T16:00:00Z,greater,2079.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2084.99,"$2,085 or above",2026-08-03T16:00:00Z,greater,2084.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2089.99,"$2,090 or above",2026-08-03T16:00:00Z,greater,2089.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2094.99,"$2,095 or above",2026-08-03T16:00:00Z,greater,2094.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2099.99,"$2,100 or above",2026-08-03T16:00:00Z,greater,2099.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2104.99,"$2,105 or above",2026-08-03T16:00:00Z,greater,2104.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2109.99,"$2,110 or above",2026-08-03T16:00:00Z,greater,2109.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2114.99,"$2,115 or above",2026-08-03T16:00:00Z,greater,2114.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2119.99,"$2,120 or above",2026-08-03T16:00:00Z,greater,2119.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2124.99,"$2,125 or above",2026-08-03T16:00:00Z,greater,2124.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2129.99,"$2,130 or above",2026-08-03T16:00:00Z,greater,2129.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2134.99,"$2,135 or above",2026-08-03T16:00:00Z,greater,2134.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2139.99,"$2,140 or above",2026-08-03T16:00:00Z,greater,2139.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2144.99,"$2,145 or above",2026-08-03T16:00:00Z,greater,2144.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2149.99,"$2,150 or above",2026-08-03T16:00:00Z,greater,2149.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2154.99,"$2,155 or above",2026-08-03T16:00:00Z,greater,2154.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,above,KXETHD-26AUG0312,KXETHD-26AUG0312-T2159.99,"$2,160 or above",2026-08-03T16:00:00Z,greater,2159.99,,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
